Wavelength [nm],led.RAW8,peaks.RAW8,sodium.RAW8
479.124,546.2000122,12.39999962,-15.60000038
479.196,551.4000244,23.79999924,27.39999962
479.267,532.7999878,57.79999924,-3.400000095
479.338,559,52.79999924,6.800000191
479.409,543.4000244,34.40000153,2
479.481,607.5999756,54.20000076,5.199999809
479.552,606.4000244,32,-13
479.623,591.7999878,67,2.400000095
479.695,581.5999756,46.79999924,4.599999905
479.766,604.7999878,54.40000153,-26
479.837,585.4000244,41.59999847,-25.20000076
479.909,610.5999756,14,-3.200000048
479.980,603.7999878,6,6.400000095
480.051,621.4000244,19.60000038,6.199999809
480.122,603.4000244,-4.599999905,-8
480.194,670.7999878,43.40000153,-22.60000038
480.265,634.7999878,8,-21.20000076
480.336,656.5999756,14.19999981,-9
480.407,631,8,-9.399999619
480.478,647,25.20000076,-15.39999962
480.550,719,-9.800000191,-6
480.621,709.4000244,35.40000153,4.599999905
480.692,688.2000122,-2.599999905,0.800000012
480.763,703.7999878,55.20000076,-4
480.835,711.5999756,21.79999924,-4.599999905
480.906,743.4000244,70.40000153,-9
480.977,703.4000244,122.1999969,-11.80000019
481.048,770.5999756,102.4000015,-5.599999905
481.119,722,13.60000038,11.80000019
481.190,792.5999756,36.20000076,-1.399999976
481.262,778.2000122,1.799999952,4.199999809
481.333,795.4000244,28,20.39999962
481.404,831,26.60000038,-2
481.475,817.5999756,25.60000038,-18.79999924
481.546,794,25.20000076,0.400000006
481.617,817,44.79999924,-9.199999809
481.689,831.7999878,-1.799999952,25.60000038
481.760,858.7999878,33.79999924,-5.599999905
481.831,797.5999756,16.79999924,-18.20000076
481.902,855,3.200000048,-25.60000038
481.973,861.5999756,18.20000076,-17.60000038
482.044,882.7999878,-3.599999905,-9.199999809
482.115,843.7999878,-12.39999962,16.60000038
482.186,907.7999878,15.39999962,1
482.257,880.2000122,20.20000076,-19.39999962
482.329,914.5999756,2.200000048,9.800000191
482.400,948,23.60000038,11.19999981
482.471,952.2000122,15.39999962,-25.60000038
482.542,964.2000122,1.799999952,11
482.613,978.7999878,18.20000076,-42.79999924
482.684,983.5999756,33.20000076,-18
482.755,983.4000244,39.20000076,-13.39999962
482.826,957.7999878,33.79999924,7.400000095
482.897,1026,31.20000076,-19.60000038
482.968,1027,24.79999924,-1.399999976
483.039,1066.400024,30.60000038,14
483.110,1063.599976,6.800000191,-18.39999962
483.181,1046.199951,45,-25
483.252,1060.400024,-11.80000019,-34
483.323,1093,18.20000076,-26.20000076
483.394,1063.599976,5.599999905,-41.40000153
483.465,1116.199951,31,-10.60000038
483.536,1089.800049,24.79999924,2.799999952
483.607,1139,60.79999924,-5.199999809
483.678,1114.199951,44.40000153,-8.600000381
483.749,1164,40,-40
483.820,1152,27,-20.60000038
483.891,1238.199951,47.40000153,-5.800000191
483.962,1154,21,-11
484.033,1235.800049,39.59999847,-10
484.104,1213,15.19999981,-18.39999962
484.175,1262.599976,18.20000076,-37.79999924
484.246,1244.400024,6.599999905,18
484.317,1264.199951,21.79999924,14.60000038
484.388,1306.800049,39.20000076,-14.19999981
484.459,1311.800049,30.39999962,5.800000191
484.530,1314.599976,21.20000076,-27.60000038
484.601,1332,55.20000076,10
484.672,1337.800049,1.200000048,-8
484.742,1363.400024,13.39999962,-9.800000191
484.813,1315,23.20000076,21.60000038
484.884,1382,15.80000019,-15.19999981
484.955,1356,5.800000191,2
485.026,1376.400024,24,12.39999962
485.097,1440.199951,42.59999847,5.400000095
485.168,1461.599976,20,-14
485.239,1492.199951,31.39999962,-12
485.310,1496.400024,60.79999924,1.399999976
485.380,1458.800049,35,15.80000019
485.451,1498.599976,26.20000076,-7.800000191
485.522,1509.400024,54.20000076,-2.599999905
485.593,1527.599976,49.79999924,-22
485.664,1517.800049,29.79999924,1.399999976
485.735,1554,41.20000076,-3.400000095
485.806,1584,37.40000153,-4
485.876,1540.199951,57,-17.20000076
485.947,1640.800049,47,-18
486.018,1659.199951,39,-29.60000038
486.089,1647.400024,24.60000038,-13
486.160,1705,53.20000076,14.39999962
486.230,1685.800049,55.59999847,-27
486.301,1714.199951,100.5999985,14.80000019
486.372,1678.400024,40.79999924,19.20000076
486.443,1686.800049,31.79999924,-15
486.514,1699.199951,36.40000153,-17.39999962
486.584,1750,66,-23.79999924
486.655,1775.199951,-7.199999809,1
486.726,1817.400024,50.59999847,-0.600000024
486.797,1830,19.39999962,-4
486.867,1852.400024,3.799999952,16.20000076
486.938,1807.400024,-2.599999905,-38.59999847
487.009,1934.599976,54,-9.199999809
487.080,1931.199951,33.79999924,-7.599999905
487.150,1908.199951,14,-4.800000191
487.221,1941.400024,8.800000191,-8.800000191
487.292,1938,29.39999962,-15.39999962
487.362,1953.800049,18.39999962,-10.80000019
487.433,2020.599976,68,-5.199999809
487.504,1987.400024,26.20000076,1
487.575,2066.199951,10.80000019,21.39999962
487.645,2033.400024,26.79999924,-27
487.716,2042,37.79999924,-34.20000076
487.787,2097.199951,15.39999962,8.600000381
487.857,2141.800049,39.59999847,-0.800000012
487.928,2098.800049,34,14.39999962
487.999,2183.600098,21,-9.800000191
488.069,2176.399902,19.79999924,-20.20000076
488.140,2173,61.59999847,-17.20000076
488.211,2207.800049,22.20000076,-18.39999962
488.281,2273.199951,45.40000153,-12.60000038
488.352,2277.399902,33.79999924,-7.400000095
488.423,2293.800049,63.40000153,-40.59999847
488.493,2355.399902,22.79999924,-25.60000038
488.564,2310.399902,56.20000076,18.60000038
488.634,2415,61.20000076,-10.60000038
488.705,2351.800049,45,-24
488.776,2404.199951,29.60000038,-4.400000095
488.846,2385,34.79999924,-0.400000006
488.917,2431.800049,33.20000076,-9.199999809
488.987,2447,21.60000038,12.19999981
489.058,2497.600098,70.80000305,5.599999905
489.129,2519.399902,63.20000076,-10
489.199,2502.600098,37.20000076,-22.20000076
489.270,2510,41.59999847,15.39999962
489.340,2523.600098,9,-3.599999905
489.411,2566.199951,21.60000038,-8.399999619
489.481,2649.399902,56.20000076,-20.20000076
489.552,2701,58,-8.600000381
489.623,2640,13.39999962,-15
489.693,2665.600098,18.39999962,-7
489.764,2785.600098,54.79999924,-7.400000095
489.834,2733.399902,20.39999962,-43.79999924
489.905,2739,31,-29
489.975,2856.600098,40.40000153,-40.79999924
490.046,2888,-9.399999619,-20.60000038
490.116,2929.199951,63.20000076,7.800000191
490.187,2833,28.60000038,-1.600000024
490.257,2929.399902,58.20000076,8.600000381
490.328,2930.399902,55.79999924,-35
490.398,3004.600098,55.20000076,-5.599999905
490.469,3022.199951,41.40000153,-7.599999905
490.539,3010.199951,45.20000076,7.199999809
490.610,3063.199951,26,4
490.680,3052.600098,8.800000191,-7
490.750,3077.399902,25.20000076,-16.79999924
490.821,3180.199951,84.80000305,12.39999962
490.891,3182.800049,40.20000076,-30.79999924
490.962,3162.199951,48.40000153,-17.20000076
491.032,3275.600098,48.59999847,-22.39999962
491.103,3292.800049,40.20000076,4.800000191
491.173,3311.600098,70.59999847,-1
491.244,3292.800049,29,-17.79999924
491.314,3352,55.59999847,16.79999924
491.384,3419.600098,31.39999962,9.800000191
491.455,3416.399902,32.59999847,13.19999981
491.525,3471.199951,54.40000153,15.60000038
491.596,3470.399902,64.19999695,6.800000191
491.666,3491.600098,31,9.399999619
491.736,3501,52.20000076,0
491.807,3540,81.19999695,13
491.877,3617,26.20000076,9.600000381
491.947,3605.399902,32.59999847,-13
492.018,3660.600098,48.40000153,-9.800000191
492.088,3705.199951,52.20000076,-19.60000038
492.158,3750.399902,22.79999924,-20.39999962
492.229,3724.600098,65.80000305,-4.800000191
492.299,3787,8.399999619,-20.39999962
492.370,3833.199951,37.20000076,-5.400000095
492.440,3874.399902,19.39999962,-4.599999905
492.510,3911.399902,43.20000076,-11.80000019
492.580,3882,40.59999847,-28.39999962
492.651,3999,22.39999962,-13.80000019
492.721,3966.399902,30.60000038,-16.20000076
492.791,4011.399902,42.79999924,12.39999962
492.862,4085,26.20000076,0
492.932,4089.399902,51.20000076,-14.19999981
493.002,4156.200195,30,-11.80000019
493.073,4228.600098,40.40000153,0.200000003
493.143,4205.799805,87.19999695,0.600000024
493.213,4269.799805,52.40000153,28.79999924
493.283,4224.799805,33.40000153,-15.60000038
493.354,4358.600098,55.40000153,-5.599999905
493.424,4358.799805,57.59999847,-17.39999962
493.494,4461.399902,30.79999924,23.20000076
493.564,4418.399902,18,6.400000095
493.635,4484.399902,-0.400000006,-10.60000038
493.705,4449.600098,50.59999847,23.79999924
493.775,4597.799805,69.40000153,30
493.845,4561.200195,28.60000038,-5.599999905
493.915,4661.799805,59.20000076,0
493.986,4643.600098,32.40000153,-8.600000381
494.056,4693.399902,30,7.599999905
494.126,4774.600098,34.59999847,-9.800000191
494.196,4871.600098,36.59999847,4.599999905
494.266,4842.399902,38.59999847,-14
494.337,4910.399902,42.20000076,-13.80000019
494.407,4909.799805,3.799999952,-17
494.477,5015.600098,47,-25.39999962
494.547,5041.399902,-14.39999962,-22.60000038
494.617,5126.600098,30.20000076,3.599999905
494.687,5117.799805,27.20000076,-12.80000019
494.758,5112.200195,32,-22.39999962
494.828,5252,21.39999962,-7
494.898,5333.799805,39,27.60000038
494.968,5296.399902,18.39999962,10.19999981
495.038,5372,45.79999924,-15.80000019
495.108,5276,26.20000076,-28.79999924
495.178,5510.600098,62,12.19999981
495.249,5424,45,-31.39999962
495.319,5556,81.80000305,-21
495.389,5522.200195,50.20000076,-15
495.459,5634,21.79999924,-1.200000048
495.529,5615.600098,17.79999924,-13.80000019
495.599,5657.600098,20.20000076,-14.19999981
495.669,5756.600098,46.59999847,-27
495.739,5819.799805,70.19999695,-1.399999976
495.809,5840.799805,44.20000076,-22.39999962
495.879,5874.399902,40,11
495.949,5946,-6,1.600000024
496.019,5919.799805,37.59999847,18.79999924
496.089,6059.200195,13.80000019,-12.39999962
496.159,6067.799805,36.40000153,12.39999962
496.229,6082.399902,41.40000153,-11
496.300,6251.799805,44.79999924,-23.20000076
496.370,6251.600098,48,16.20000076
496.440,6235,27,-1.799999952
496.510,6321.600098,29.20000076,-6.599999905
496.580,6372.200195,42.79999924,21
496.650,6408,24.39999962,-20
496.720,6490.399902,44.40000153,-15
496.790,6463.399902,55.20000076,2.400000095
496.860,6635,47.59999847,-13.19999981
496.930,6645.399902,-5.800000191,4.800000191
497.000,6681,47.20000076,-22.79999924
497.070,6781.799805,64.40000153,12.80000019
497.139,6816.399902,44.40000153,-14.19999981
497.209,6827.600098,0,-9.399999619
497.279,6962.799805,8,-15.39999962
497.349,6925.799805,7.199999809,-9.800000191
497.419,7080.799805,47.40000153,-3
497.489,7160,27.39999962,-14.60000038
497.559,7196.399902,39,7.400000095
497.629,7176.200195,17.39999962,-0.200000003
497.699,7262.399902,41.20000076,14.19999981
497.769,7298.799805,27.39999962,-3.400000095
497.839,7389.200195,53.79999924,-17.79999924
497.909,7430.399902,19.60000038,-32.20000076
497.979,7474,70.40000153,-21.39999962
498.049,7540,3.599999905,-14.60000038
498.118,7590.399902,43.20000076,-30.60000038
498.188,7626.399902,28.20000076,-11
498.258,7716.600098,54.79999924,-5
498.328,7715,39.20000076,-22.20000076
498.398,7862.399902,60.40000153,-10.60000038
498.468,7838,32.59999847,-17
498.538,7951,63.59999847,-9
498.607,8098.600098,42.40000153,-7.599999905
498.677,8083.200195,11.80000019,-21.20000076
498.747,8181.600098,50,-31.79999924
498.817,8272,38.79999924,-8
498.887,8304,22.79999924,2.400000095
498.957,8357.799805,57.40000153,-38.20000076
499.026,8353,15.39999962,-0.400000006
499.096,8461.200195,12.19999981,-4.599999905
499.166,8506.400391,58.40000153,-18
499.236,8563.799805,25.79999924,-24.60000038
499.306,8685.400391,26,-1.600000024
499.375,8790.799805,58.40000153,-33
499.445,8819.799805,41.59999847,12.39999962
499.515,8805.400391,29,-4.199999809
499.585,8933.400391,20.60000038,-13.19999981
499.655,8896.599609,35.20000076,-6.199999809
499.724,8994.200195,-1.399999976,3.599999905
499.794,9088,29.60000038,-15.39999962
499.864,9192,10,-7.599999905
499.934,9248.200195,46.20000076,21.39999962
500.003,9339.599609,38.59999847,-4.800000191
500.073,9375.799805,56,-16.60000038
500.143,9485.200195,36.79999924,-4.199999809
500.212,9555.400391,34,-56.79999924
500.282,9654.799805,34.40000153,-34.40000153
500.352,9678,28.79999924,-25.39999962
500.422,9847.400391,12.19999981,-4
500.491,9894,17.79999924,-11
500.561,9912.799805,56.20000076,12.39999962
500.631,9982.200195,56.59999847,12
500.700,9998,16.20000076,27.39999962
500.770,10098.59961,52,-15.60000038
500.840,10212,21.39999962,-19
500.909,10351.7998,23.20000076,-18.79999924
500.979,10425,33,-11
501.049,10419.40039,59.79999924,-4.400000095
501.118,10494.7998,22.20000076,-33
501.188,10678.2002,51.20000076,-30.79999924
501.258,10593.7998,41.20000076,-10.60000038
501.327,10708.40039,46.20000076,-14.39999962
501.397,10898,54.40000153,23.79999924
501.467,10806.2002,70,-15.60000038
501.536,10938.59961,199,-21.39999962
501.606,11090,402.7999878,-3.200000048
501.675,11039.59961,201.3999939,9.199999809
501.745,11184.40039,54.59999847,-9
501.815,11248,29.20000076,-3.799999952
501.884,11385.40039,37.20000076,7.400000095
501.954,11253.40039,5.800000191,-11.19999981
502.023,11379.7998,54.20000076,11.60000038
502.093,11455.40039,43.79999924,2.599999905
502.163,11595.40039,52.79999924,-27.39999962
502.232,11726.2002,26.39999962,-4.800000191
502.302,11781.59961,59.40000153,-10.60000038
502.371,11742.40039,67.19999695,-32.20000076
502.441,11936.7998,-1.399999976,-4.800000191
502.510,11918.59961,37.79999924,3.799999952
502.580,12120,47.59999847,-1.600000024
502.649,12083.59961,29.39999962,-27
502.719,12371.7998,73,8.399999619
502.788,12212.2002,26.60000038,4.599999905
502.858,12437.7998,63.59999847,-19.20000076
502.927,12508.40039,-4,-3
502.997,12620.2002,43.20000076,-24
503.066,12731.2002,26.79999924,-20.60000038
503.136,12803.40039,24.79999924,25.20000076
503.205,12907.59961,9.399999619,16.79999924
503.275,12977.2002,36.40000153,-24.60000038
503.344,12911,62.40000153,-10.60000038
503.414,13153.2002,66.59999847,-4.800000191
503.483,13266.7998,43.59999847,-13.39999962
503.553,13099.2002,58.20000076,-4.400000095
503.622,13267.7998,54.59999847,2.799999952
503.692,13254.2002,20.60000038,-12.39999962
503.761,13471.40039,38.20000076,-9.600000381
503.831,13519.2002,73.59999847,-20.20000076
503.900,13766.7998,37.59999847,-3.599999905
503.969,13648.7998,40.59999847,-1.799999952
504.039,13875.59961,49.59999847,22
504.108,13941.40039,46.79999924,-1.600000024
504.178,14060.2002,28.79999924,4.599999905
504.247,14135,43.20000076,18.39999962
504.316,14137.59961,39.79999924,21.39999962
504.386,14174,62.59999847,-11.19999981
504.455,14353.2002,45,3
504.525,14450.59961,80.59999847,2
504.594,14461.59961,113.5999985,49.79999924
504.663,14658.7998,58.79999924,-7.199999809
504.733,14850.7998,19.39999962,6.400000095
504.802,14841.40039,48.79999924,-13
504.871,14862.59961,26.79999924,-5.800000191
504.941,14934.2002,25.20000076,-17.79999924
505.010,14988.59961,56.79999924,-6.400000095
505.080,15008,72.19999695,-0.800000012
505.149,15174.7998,44.40000153,10.80000019
505.218,15220.7998,39,7.199999809
505.288,15417.2002,35.20000076,2
505.357,15470,85.40000153,-12.80000019
505.426,15500.40039,61.40000153,-30
505.495,15692.7998,34.79999924,-5.199999809
505.565,15909.7998,37.20000076,19.79999924
505.634,15801.59961,55.59999847,0.600000024
505.703,15836,15.39999962,0.800000012
505.773,16046.7998,64.80000305,-39.40000153
505.842,16052.7998,45.40000153,10.19999981
505.911,16270.7998,74.59999847,6.400000095
505.980,16267.59961,27.39999962,-7
506.050,16338,60.40000153,5.599999905
506.119,16511,29,-17.79999924
506.188,16569.80078,54.59999847,-10
506.257,16674.80078,17.60000038,8
506.327,16696.40039,48.79999924,6.199999809
506.396,16911.59961,44,-2.200000048
506.465,16844.80078,82.59999847,-21.60000038
506.534,17060.59961,70.80000305,-22.20000076
506.604,17023.19922,54.59999847,-14.39999962
506.673,17218,73.19999695,2.200000048
506.742,17266.40039,76.19999695,-11.80000019
506.811,17436.59961,65,1.200000048
506.880,17593.80078,90.59999847,12.19999981
506.950,17371.80078,65.19999695,-17.20000076
507.019,17686.59961,53.59999847,-21.79999924
507.088,17752.80078,67,-2.599999905
507.157,17666.59961,50.59999847,-9.600000381
507.226,17919,51.79999924,4.400000095
507.295,17900.80078,49.59999847,8.199999809
507.365,18113.80078,51.40000153,11.60000038
507.434,18185.40039,114.8000031,-13.39999962
507.503,18229.80078,95.80000305,-42.79999924
507.572,18437.80078,115,-4
507.641,18484.40039,64,4.199999809
507.710,18412.80078,84.40000153,0.400000006
507.779,18669.80078,62.40000153,9.199999809
507.848,18694,56.20000076,31.79999924
507.918,18842,58.59999847,-15
507.987,18863.80078,100.1999969,17
508.056,19040.80078,89.59999847,-17.20000076
508.125,18913.80078,79.80000305,-23.20000076
508.194,19051.80078,59.79999924,-3.400000095
508.263,19352,110.1999969,0.200000003
508.332,19164.80078,68,2.799999952
508.401,19464,74.59999847,-17.79999924
508.470,19294.40039,72.19999695,12.60000038
508.539,19571,85.40000153,20.39999962
508.608,19495.19922,82,-6.400000095
508.677,19709,98.59999847,8.600000381
508.746,19657.40039,91.80000305,-15
508.816,19890.59961,93.40000153,-10.19999981
508.885,19852.59961,72,-22.79999924
508.954,19981.80078,105,-34.40000153
509.023,20012.80078,93.40000153,-3
509.092,20212.19922,128.8000031,22.20000076
509.161,20310.40039,94.40000153,-9.600000381
509.230,20348.80078,125.4000015,-1.399999976
509.299,20430.19922,104.5999985,11.19999981
509.368,20459.80078,148.6000061,-11.39999962
509.437,20515,100.1999969,-21
509.506,20515.80078,111.4000015,14.39999962
509.575,20844.19922,147,4.199999809
509.644,20674.40039,174,27.20000076
509.712,20912.19922,150.8000031,-9.199999809
509.781,20917.40039,182.1999969,-5.599999905
509.850,21124,204.6000061,-11.60000038
509.919,21041.19922,220.3999939,-25
509.988,21201.80078,241.6000061,11.19999981
510.057,21272.80078,338.6000061,-3.799999952
510.126,21112.19922,403,-9.800000191
510.195,21568.80078,742.4000244,0.600000024
510.264,21318.59961,1571.599976,-0.600000024
510.333,21478.40039,4175.399902,2.799999952
510.402,21619.80078,16848.19922,16.60000038
510.471,21605,58807,13.19999981
510.540,21709.59961,54485,9.600000381
510.609,21741,15284.7998,26
510.677,22063.19922,3500.600098,6.800000191
510.746,22049,869.5999756,33.79999924
510.815,22015.40039,604.5999756,-6.599999905
510.884,22091.59961,502.2000122,16
510.953,22185.19922,365.2000122,-22
511.022,22377,346.7999878,12.19999981
511.091,22264.19922,450.7999878,18.39999962
511.159,22344.40039,434.6000061,0.400000006
511.228,22505.40039,257.3999939,12.80000019
511.297,22545.40039,232,10
511.366,22477,234.6000061,3.200000048
511.435,22508.80078,160,-11.60000038
511.504,22777.40039,200.6000061,12.80000019
511.572,22757.80078,158.3999939,10.80000019
511.641,22698,163.8000031,-8
511.710,22864,158.8000031,-9.600000381
511.779,22955.19922,113.8000031,-3.200000048
511.848,22954.40039,155.1999969,27.20000076
511.916,23092,91,8
511.985,23005.80078,117.1999969,-6.400000095
512.054,23280.19922,115.4000015,9.199999809
512.123,23245.40039,131,28.79999924
512.192,23195.59961,73.40000153,-10
512.260,23255.19922,158.3999939,-4.800000191
512.329,23458.59961,103.4000015,-11.39999962
512.398,23329,127.1999969,-21.39999962
512.466,23368,74,-0.200000003
512.535,23434.19922,99,-45.40000153
512.604,23618,114.5999985,-1.600000024
512.673,23544.19922,113,20.20000076
512.741,23587,99.80000305,-36.59999847
512.810,23827.40039,105.5999985,4.199999809
512.879,23805.19922,69.59999847,-2
512.948,23749.19922,98.19999695,-24.20000076
513.016,23857.40039,75.80000305,-1.200000048
513.085,24004.19922,112.1999969,-17.79999924
513.154,23959.40039,112.5999985,-22.39999962
513.222,23789.59961,80.19999695,-17.39999962
513.291,23942,76.59999847,-13.19999981
513.360,24170.19922,79.80000305,2.599999905
513.428,23963.40039,57,-20
513.497,24174,62.59999847,-9.800000191
513.566,24219.59961,89,-22.79999924
513.634,24293.59961,98,-16.20000076
513.703,24222.80078,87.80000305,31.60000038
513.772,24415.59961,67,-4.599999905
513.840,24441,77.59999847,0.600000024
513.909,24371.19922,117.4000015,16.79999924
513.977,24475.80078,80.80000305,-4.599999905
514.046,24403.80078,101.5999985,-27
514.115,24463.19922,95,-15.80000019
514.183,24416.40039,113.8000031,0.200000003
514.252,24557.80078,109.5999985,-14.39999962
514.320,24507.19922,150.1999969,-6.400000095
514.389,24407.59961,142.1999969,6.599999905
514.458,24469.59961,134.8000031,-20.60000038
514.526,24639,131.8000031,2.200000048
514.595,24796.80078,137.8000031,16.39999962
514.663,24607.59961,156.3999939,16.60000038
514.732,24600.40039,152.3999939,-0.400000006
514.800,24630,142.3999939,-3.799999952
514.869,24980.19922,259.6000061,-6.800000191
514.937,24665.19922,308.3999939,5.400000095
515.006,24742.19922,527.2000122,5.599999905
515.074,24650.40039,1253.599976,-13.39999962
515.143,24960.80078,3809,-7.199999809
515.211,24992.19922,18001.19922,-17.39999962
515.280,24938.59961,30869.59961,-10
515.349,24891.59961,10806,-9.199999809
515.417,25022.19922,1666.400024,10.19999981
515.486,24821.19922,599.4000244,-34.40000153
515.554,24871.40039,382.7999878,-13.39999962
515.622,24885,288.3999939,11
515.691,25028,256.2000122,23.79999924
515.759,24985.80078,240.3999939,23.39999962
515.828,24939,204.3999939,-12
515.896,24624.59961,175.1999969,16.79999924
515.965,25078.80078,174.3999939,-16.79999924
516.033,25003.59961,133.1999969,17.39999962
516.102,24985.80078,140.3999939,-21.20000076
516.170,24943,106.4000015,-22.39999962
516.239,24950.80078,116.5999985,-12
516.307,25099,93.80000305,8.600000381
516.375,24918.40039,122.8000031,-1.200000048
516.444,25019,68.40000153,-2.200000048
516.512,24832.80078,135.1999969,16
516.581,24951.59961,107.5999985,-10.19999981
516.649,25007.80078,101.8000031,-6.400000095
516.717,24809,116,-1.399999976
516.786,24986,95.59999847,11.19999981
516.854,24841.80078,89,26.39999962
516.923,25000.59961,82.80000305,-4.199999809
516.991,24768,80.19999695,8.800000191
517.059,25078,93.59999847,3.599999905
517.128,24895.40039,78.80000305,4.800000191
517.196,24776.19922,70,21.60000038
517.264,24918.59961,71.19999695,-18
517.333,25031,94.80000305,7.199999809
517.401,24708.80078,85,-26.20000076
517.469,24750.80078,92.80000305,-11.60000038
517.538,24824.80078,33.59999847,-7.800000191
517.606,24788.59961,73.59999847,0.200000003
517.674,24721.59961,86.40000153,-18.79999924
517.743,24745.40039,85.80000305,-2.799999952
517.811,24791,66.59999847,-0.200000003
517.879,24596.40039,58,-5.400000095
517.947,24611.19922,58.20000076,-15.80000019
518.016,24701.19922,77,9.600000381
518.084,24707,63.20000076,-0.600000024
518.152,24533.80078,55,-13.19999981
518.221,24721.59961,49.20000076,14.19999981
518.289,24666.59961,52,-5.199999809
518.357,24472.19922,74.40000153,-11.60000038
518.425,24584.59961,92.40000153,-26.60000038
518.494,24487,87.80000305,2.799999952
518.562,24369.59961,61.40000153,-3.400000095
518.630,24407.40039,48.40000153,-23.79999924
518.698,24432.40039,57.40000153,-3.400000095
518.766,24397.19922,96.40000153,-12.39999962
518.835,24345.40039,65.19999695,-29.79999924
518.903,24338,95.40000153,9.800000191
518.971,24323.19922,94,11
519.039,24228.80078,68.80000305,25.79999924
519.107,24215.19922,83,-13.39999962
519.176,24030.59961,77.19999695,20
519.244,24206.40039,103.8000031,-16
519.312,24116.19922,87.40000153,-24.79999924
519.380,24095.80078,104.4000015,11.60000038
519.448,24068.80078,54.79999924,-8.199999809
519.516,24032.80078,80.40000153,-25.60000038
519.585,23982,68.40000153,9.600000381
519.653,23696.80078,76.80000305,-28
519.721,23780.19922,66.59999847,9.399999619
519.789,23944.19922,100.8000031,8
519.857,23795.80078,81.40000153,-12.39999962
519.925,23593.19922,125.5999985,1.799999952
519.993,23688.59961,95,6
520.062,23688.80078,123.4000015,-29.60000038
520.130,23564.59961,106.8000031,-4.800000191
520.198,23704,109.1999969,-16
520.266,23477.80078,109.8000031,-7.400000095
520.334,23451,84.40000153,-18.60000038
520.402,23491.40039,92,5.599999905
520.470,23449.40039,135.1999969,13.60000038
520.538,23169.19922,106,4
520.606,23223.80078,98.80000305,-32.59999847
520.674,23255.59961,107.5999985,-1.799999952
520.742,23234.19922,123,-9.600000381
520.810,23360,230.8000031,87
520.878,23211.80078,154.8000031,-23.39999962
520.946,22807,121.4000015,-9.399999619
521.015,22989.59961,183.3999939,11
521.083,23035.19922,180.3999939,-1.200000048
521.151,22813.40039,232.3999939,4.400000095
521.219,22764,217.3999939,-10.19999981
521.287,22740,244.3999939,-9.800000191
521.355,22822.40039,313,-18.79999924
521.423,22748,503.3999939,-9.800000191
521.491,22608.59961,819.7999878,-9.600000381
521.559,22706,1737.599976,-10.19999981
521.627,22358.80078,4878.399902,4.599999905
521.695,22365.59961,22895,9
521.762,22321.19922,51984.80078,-19.79999924
521.830,22360.59961,28165.19922,-22.39999962
521.898,22142.40039,8346.799805,2.799999952
521.966,22180.59961,7329.799805,8
522.034,22029.59961,2748.399902,21
522.102,22003.40039,814,1.600000024
522.170,22070.40039,497.2000122,2.599999905
522.238,21890,357.3999939,-10.60000038
522.306,21812.40039,282.7999878,-32.79999924
522.374,21814.80078,272,-22.60000038
522.442,21650.59961,236.3999939,7.800000191
522.510,21799.80078,180.6000061,13.39999962
522.578,21633.59961,175.1999969,29
522.646,21408.59961,239,-16.39999962
522.713,21467.80078,184.8000031,10.39999962
522.781,21649.40039,174,11.19999981
522.849,21189.19922,159.3999939,-4.400000095
522.917,21358.59961,161.6000061,13.80000019
522.985,21180.80078,146.6000061,-15.39999962
523.053,21127.40039,135.3999939,-13.19999981
523.121,21122.19922,129.3999939,21.20000076
523.188,20979.59961,125.1999969,-22.79999924
523.256,20921.40039,102.8000031,2
523.324,20697.59961,130.8000031,11.19999981
523.392,20851.80078,112.5999985,8.199999809
523.460,20592.40039,136.1999969,-16
523.528,20488.80078,102.4000015,15.39999962
523.595,20531.19922,118,52.59999847
523.663,20382,94.19999695,-9
523.731,20356.59961,120.1999969,5.800000191
523.799,20391.19922,102.4000015,23.20000076
523.867,20046.19922,90.80000305,-16.60000038
523.934,20246.40039,100.1999969,-7.199999809
524.002,20184,104.5999985,20.79999924
524.070,19995,108,-0.400000006
524.138,20042.19922,133,-6
524.205,19896.19922,89.40000153,0.600000024
524.273,19648.40039,70,-4.400000095
524.341,19782.40039,81.59999847,-13.60000038
524.409,19800.59961,104.8000031,3.599999905
524.476,19684.40039,123.8000031,7
524.544,19463.19922,126.4000015,2.200000048
524.612,19429,63,-11
524.680,19474.19922,83,20.79999924
524.747,19147.40039,50.20000076,14.39999962
524.815,19322.40039,72.19999695,-12.60000038
524.883,19334.80078,95,-8.600000381
524.950,19135.19922,45.79999924,-33
525.018,19083.40039,75.59999847,-5.800000191
525.086,18946,107,-1.799999952
525.154,18855.40039,64,-5.800000191
525.221,18957.19922,80.19999695,7.800000191
525.289,18774.59961,35.59999847,-14.19999981
525.357,18802.40039,44.20000076,-30.20000076
525.424,18543.19922,58.40000153,-23
525.492,18479,52.59999847,-17.39999962
525.559,18486.19922,49.20000076,3.799999952
525.627,18299.59961,60.79999924,-19.79999924
525.695,18480.80078,28.79999924,-13.80000019
525.762,18144.40039,46,-1.399999976
525.830,18154.80078,29,-17.20000076
525.898,18328.59961,57.79999924,-0.400000006
525.965,18037.40039,57,9
526.033,18097,61.59999847,-2.799999952
526.100,17828.59961,63,-25.79999924
526.168,17963.59961,84,-28
526.236,17727.19922,35,-20.60000038
526.303,17845.59961,52.40000153,-14.60000038
526.371,17578.40039,78.80000305,-12.60000038
