Wavelength [nm],led.RAW8,peaks.RAW8,sodium.RAW8
429.827,7,4,27.39999962
429.901,-19.39999962,21.20000076,-7.400000095
429.976,2.799999952,35.20000076,22
430.051,-1,-4.800000191,-18
430.125,9,20.20000076,-4.599999905
430.200,-11.80000019,11,-16.60000038
430.275,35,20.79999924,27.20000076
430.349,-34.20000076,-26.60000038,9.399999619
430.424,4.800000191,-0.200000003,10.19999981
430.498,17.79999924,38.59999847,12.19999981
430.573,12.19999981,31,24.20000076
430.648,-24.20000076,43.20000076,-3
430.722,-28.39999962,30.79999924,-0.200000003
430.797,19.79999924,28.39999962,-2.200000048
430.872,-12,22.20000076,-20.20000076
430.946,-5,6.599999905,37.79999924
431.021,29.79999924,30.20000076,11.80000019
431.095,-6.599999905,7.599999905,11.39999962
431.170,20.60000038,18.79999924,-5.400000095
431.245,-32.59999847,9.399999619,0
431.319,23.39999962,5,-7.599999905
431.394,4.199999809,1,-9.199999809
431.468,43.59999847,16,0.600000024
431.543,-4.800000191,-2.200000048,14.39999962
431.618,32,8.199999809,-15.60000038
431.692,-11.80000019,23.20000076,6.199999809
431.767,-2.599999905,5.800000191,8.600000381
431.841,4,-2.599999905,5
431.916,3.799999952,-16,-13.80000019
431.990,4.199999809,30.79999924,-1.600000024
432.065,19.20000076,14.39999962,-6.199999809
432.139,-1.799999952,-14.19999981,-4.599999905
432.214,8.199999809,46.40000153,-1.399999976
432.288,1.600000024,-10.60000038,-7.199999809
432.363,-8,34.20000076,-20.20000076
432.437,-4.199999809,32.20000076,-9.199999809
432.512,-23.20000076,54.59999847,16.60000038
432.586,-20.79999924,31,-15.19999981
432.661,25,10.60000038,-14.60000038
432.736,-1.200000048,1.399999976,-3.599999905
432.810,20.60000038,64.59999847,-0.600000024
432.884,-15.39999962,3.599999905,-0.600000024
432.959,12.60000038,1.799999952,4
433.033,-4.199999809,6.199999809,3.799999952
433.108,34,9,20.79999924
433.182,16.39999962,-9.600000381,-15.60000038
433.257,-4,5.599999905,-10.60000038
433.331,15.19999981,15.19999981,-10.80000019
433.406,3.599999905,45.59999847,-20
433.480,13.39999962,11.60000038,25.39999962
433.555,4.199999809,4.800000191,14.60000038
433.629,-13,-10.60000038,-39.79999924
433.704,46.59999847,35.40000153,15.80000019
433.778,-27.39999962,24.60000038,-21.20000076
433.852,12.60000038,38.79999924,21.20000076
433.927,-9.800000191,29,9.399999619
434.001,24,27.60000038,-2.599999905
434.076,-14.19999981,-8.199999809,13.80000019
434.150,13.80000019,22.39999962,4.800000191
434.224,8.199999809,17.20000076,-16.60000038
434.299,-19,32.79999924,-28.79999924
434.373,-13.39999962,17.20000076,-3.400000095
434.448,23.60000038,16,19.20000076
434.522,-0.600000024,11.80000019,3.599999905
434.596,29.20000076,23.20000076,-13.39999962
434.671,20.60000038,30.79999924,-27.60000038
434.745,-1.600000024,33.40000153,18.79999924
434.820,2.799999952,-1.399999976,26.39999962
434.894,13.60000038,53.40000153,25.39999962
434.968,9,3,-22.39999962
435.043,-4.599999905,-5.599999905,-11
435.117,12,33.59999847,0.800000012
435.191,-7.199999809,15.60000038,-3.200000048
435.266,-19.20000076,4.599999905,-9.399999619
435.340,33.40000153,-8.199999809,-3.400000095
435.414,-20.20000076,19.39999962,-11
435.489,-3.400000095,19.79999924,-0.800000012
435.563,-8.199999809,-4.400000095,3.200000048
435.637,0,32.20000076,26.39999962
435.712,-19.79999924,39.79999924,4.599999905
435.786,1.799999952,-1.399999976,-15.60000038
435.860,-7.199999809,-5.599999905,-4
435.934,15.80000019,9,-11.19999981
436.009,-20.20000076,16.39999962,-2.599999905
436.083,26,26,13.19999981
436.157,-20.20000076,-2.200000048,15.19999981
436.232,5.599999905,5.199999809,-14.19999981
436.306,-17.60000038,20.39999962,-0.400000006
436.380,40.40000153,38,17
436.454,4.199999809,7,-2.200000048
436.529,15.60000038,-4.599999905,13.19999981
436.603,-2.799999952,28,8
436.677,-3.200000048,23,-12.39999962
436.751,-7.800000191,-0.200000003,5.400000095
436.826,-4,-7,5.800000191
436.900,-0.800000012,11.80000019,-6
436.974,10,18.60000038,3.599999905
437.048,-3.200000048,-31.79999924,15.80000019
437.123,25.20000076,29.60000038,5.599999905
437.197,0.600000024,-3.400000095,-12.19999981
437.271,36.40000153,19.60000038,10
437.345,7,4,3.799999952
437.419,-8.600000381,30.60000038,-20.60000038
437.494,-18.20000076,1,-33.59999847
437.568,17,2.400000095,-19.20000076
437.642,12.60000038,38.20000076,10.19999981
437.716,17.39999962,42.79999924,-23.79999924
437.790,-21,16.39999962,1.600000024
437.864,-3.599999905,-6.800000191,-26.60000038
437.939,-14.19999981,-7.199999809,7.199999809
438.013,14.80000019,6.199999809,3.599999905
438.087,-12.80000019,15,-15.19999981
438.161,-10.19999981,25.79999924,13
438.235,-5.400000095,68.40000153,2.200000048
438.309,-15.60000038,94.80000305,-40
438.384,9.600000381,33.20000076,-0.200000003
438.458,-0.600000024,15,10
438.532,17,2.400000095,-35.20000076
438.606,22.79999924,43.59999847,7.599999905
438.680,-23.39999962,2.400000095,-4
438.754,26.20000076,4.199999809,1
438.828,7.199999809,30,-6.599999905
438.902,-0.600000024,7.800000191,-22.39999962
438.976,17.20000076,-6,4.199999809
439.051,14.19999981,16.39999962,-13.39999962
439.125,-20.79999924,-6.599999905,-20.79999924
439.199,2.200000048,1.200000048,-32.40000153
439.273,-10.60000038,-9.600000381,-12.39999962
439.347,2.200000048,-13,26
439.421,30.20000076,6.400000095,5.599999905
439.495,36,-18.60000038,-13.80000019
439.569,-14.19999981,-19.60000038,-26.60000038
439.643,-7.199999809,7.400000095,3.400000095
439.717,-53.79999924,23.79999924,16.60000038
439.791,15,22.60000038,16.79999924
439.865,11.60000038,23.79999924,-21
439.939,-0.600000024,-11,-30.60000038
440.013,19.60000038,23,5.599999905
440.087,22.20000076,-9,-10.80000019
440.161,-13.19999981,0,-3.200000048
440.235,7.400000095,30.39999962,-24.39999962
440.309,17.79999924,40.20000076,18.79999924
440.383,13,42.59999847,15.60000038
440.457,1.799999952,27.60000038,-4.199999809
440.531,31,20.60000038,-30.60000038
440.605,-25.20000076,17.39999962,-21.20000076
440.679,-5.599999905,9.600000381,-27.39999962
440.753,-0.400000006,12,-14.39999962
440.827,4.400000095,2.799999952,-6
440.901,-15,-3.200000048,-8.600000381
440.975,30.39999962,12,4.199999809
441.049,-0.600000024,7.199999809,-18
441.123,23.20000076,21.39999962,2.400000095
441.197,-11.80000019,-3.799999952,7
441.271,17.20000076,13.80000019,9.600000381
441.345,7.599999905,12.80000019,-28.39999962
441.419,1.399999976,31.79999924,-2.400000095
441.493,-21.39999962,11.19999981,-27.60000038
441.567,23.79999924,21.20000076,-2.200000048
441.641,-16.39999962,-7.599999905,-7.599999905
441.715,10.80000019,-4.400000095,-2.400000095
441.789,3.200000048,-7,-0.200000003
441.863,42.40000153,18.20000076,2.200000048
441.936,12.19999981,37.20000076,6
442.010,32.40000153,41.79999924,-3.400000095
442.084,-6.199999809,-7.199999809,3
442.158,-3,34,-24
442.232,8,-13.19999981,-11.60000038
442.306,5.599999905,34.79999924,-6.199999809
442.380,-6.400000095,16.60000038,-23.79999924
442.454,11,-2.200000048,18.60000038
442.528,-12.39999962,14.39999962,1.600000024
442.601,9,17.60000038,25.60000038
442.675,0,-10.39999962,1.600000024
442.749,16.39999962,26.60000038,-32
442.823,-5.599999905,21,8.800000191
442.897,10.39999962,17.79999924,-13.39999962
442.971,0.600000024,-10.60000038,-28.39999962
443.044,41.40000153,42,-18.79999924
443.118,-3.200000048,-18.60000038,-0.400000006
443.192,11.19999981,30.79999924,1.200000048
443.266,-13.19999981,16.20000076,-16.39999962
443.340,17.60000038,10,-5.800000191
443.414,-4.800000191,-7.800000191,23.60000038
443.487,19,5.800000191,0
443.561,2,7.199999809,-23.60000038
443.635,21.39999962,26,6.199999809
443.709,-17.60000038,7.800000191,-0.800000012
443.783,37.79999924,20.39999962,-3.799999952
443.856,0.200000003,12.19999981,-9
443.930,9.600000381,20,-11
444.004,5.599999905,-11.80000019,21.79999924
444.078,16,29.79999924,-4.800000191
444.151,-19,10.39999962,-5
444.225,-1.200000048,44.59999847,-14.39999962
444.299,4,44.20000076,-5.400000095
444.373,-7.800000191,39,16.60000038
444.446,0.800000012,-26.20000076,-38.79999924
444.520,18.60000038,12.19999981,-16.39999962
444.594,-0.800000012,12.80000019,-11.60000038
444.668,-14.39999962,42.59999847,7.400000095
444.741,3,13.19999981,1.799999952
444.815,-8.800000191,5.400000095,1.799999952
444.889,-11.19999981,-13.80000019,-4.800000191
444.962,-24.60000038,16.60000038,-15.19999981
445.036,11.39999962,18.60000038,2.400000095
445.110,30,56.79999924,-21.39999962
445.184,18.60000038,7.199999809,-11.80000019
445.257,47.59999847,54.59999847,-2
445.331,7.599999905,14,-18.39999962
445.405,24,6.400000095,-22
445.478,5.400000095,31,13.19999981
445.552,6.199999809,23.39999962,-9.199999809
445.626,-0.400000006,5.800000191,2
445.699,17.20000076,30,-20
445.773,-5.599999905,16.39999962,12
445.847,16.60000038,58.40000153,28
445.920,17.39999962,15.60000038,-6.199999809
445.994,-1.799999952,6.199999809,-21
446.068,2.200000048,-0.400000006,-0.400000006
446.141,-2.400000095,21.20000076,-11.60000038
446.215,2,25,-1.799999952
446.288,16.60000038,16,-10
446.362,6.599999905,-15.80000019,-2.200000048
446.436,22.60000038,43.79999924,-7.199999809
446.509,1.799999952,15.60000038,-5.800000191
446.583,25.79999924,46.20000076,-14
446.656,6,0.400000006,-12.60000038
446.730,12.60000038,8.600000381,-2
446.804,-11.80000019,-4.599999905,-32.20000076
446.877,5.199999809,28.79999924,-0.600000024
446.951,9.800000191,34.40000153,-23.79999924
447.024,21.60000038,14.39999962,10
447.098,3.599999905,-16,12.80000019
447.171,31.60000038,13,0.600000024
447.245,-18.20000076,0.600000024,-8.399999619
447.319,5.199999809,2.200000048,-29.79999924
447.392,-8.399999619,33.79999924,-11.19999981
447.466,9.199999809,4.199999809,8.199999809
447.539,24,45.59999847,39
447.613,19.20000076,40.59999847,-16.39999962
447.686,-17,30.39999962,-24.79999924
447.760,16.39999962,42.79999924,2.400000095
447.833,22.39999962,31.60000038,-7.199999809
447.907,-29,99.19999695,-11
447.980,8.399999619,196.6000061,-36.59999847
448.054,27.20000076,99.59999847,-1.200000048
448.127,1.399999976,48.40000153,-11.80000019
448.201,-10.19999981,26.39999962,-41.20000076
448.274,-19.60000038,17.39999962,-2.599999905
448.348,-16.20000076,22.60000038,-25.20000076
448.421,12.19999981,2.799999952,-7.800000191
448.495,26.60000038,36.79999924,-27.39999962
448.568,-1,8.199999809,3.799999952
448.642,23.60000038,11.39999962,-10.39999962
448.715,32.20000076,22,-9
448.789,30.39999962,16.60000038,-1.799999952
448.862,-3.200000048,17.39999962,13.60000038
448.935,-0.200000003,7,-21.20000076
449.009,-28.60000038,14,-24.60000038
449.082,6,-14.39999962,20.79999924
449.156,33.79999924,-14.60000038,1.600000024
449.229,9.800000191,16.39999962,-12.19999981
449.303,-17.60000038,36.59999847,9.800000191
449.376,36.20000076,16.39999962,0.800000012
449.449,17,31.39999962,8.800000191
449.523,23.39999962,29.60000038,4.400000095
449.596,17.39999962,34.20000076,5
449.670,10.60000038,14,-8.600000381
449.743,5,22.79999924,-16.39999962
449.816,17.20000076,44.59999847,-10.39999962
449.890,-4.599999905,17.79999924,8.199999809
449.963,11,41,6
450.037,0.200000003,18.79999924,19.79999924
450.110,36.40000153,36.20000076,-23.39999962
450.183,-25.79999924,25.60000038,-29
450.257,50.40000153,39.79999924,-14.39999962
450.330,-14.19999981,29.60000038,0.400000006
450.403,-3.200000048,46.79999924,-17.79999924
450.477,-31.79999924,-13.19999981,17.20000076
450.550,2.200000048,20.60000038,-41.59999847
450.623,9.600000381,27.39999962,2.799999952
450.697,3.400000095,60.59999847,-15.39999962
450.770,-6.199999809,88,-1.200000048
450.843,22.20000076,247.1999969,10.19999981
450.917,1,225,14.19999981
450.990,29,41.79999924,5
451.063,-17.79999924,21.39999962,-9.800000191
451.136,19.60000038,-3.799999952,-11.60000038
451.210,-13.80000019,12.60000038,5
451.283,-1,28.20000076,-39.59999847
451.356,10.60000038,18.79999924,9.199999809
451.430,27.20000076,39.20000076,8.800000191
451.503,6.599999905,67.40000153,17.20000076
451.576,30.20000076,13,3
451.649,36.40000153,-9.399999619,-12.19999981
451.723,45.59999847,24.39999962,-10.19999981
451.796,11.39999962,-15.39999962,26.60000038
451.869,25.60000038,23,-26.79999924
451.942,36,5.400000095,3.400000095
452.016,42.79999924,-0.800000012,9.800000191
452.089,21.20000076,-1.399999976,-10.39999962
452.162,24.60000038,50.20000076,-15.80000019
452.235,25.39999962,-3,-25.79999924
452.309,1.799999952,15.80000019,-14
452.382,9.800000191,33,-18.79999924
452.455,-1.200000048,43.40000153,19.60000038
452.528,22.20000076,-1.600000024,-16
452.601,26.60000038,36.20000076,25.60000038
452.675,13.80000019,7,-8.399999619
452.748,8.399999619,14,-8.800000191
452.821,23.79999924,28,1.600000024
452.894,30.20000076,74.40000153,-14.39999962
452.967,-4,239,-11.60000038
453.040,16.39999962,331.3999939,2.400000095
453.114,-45.79999924,92.40000153,-16.79999924
453.187,10.60000038,48.59999847,3.200000048
453.260,-13,-10.60000038,-6.599999905
453.333,3.599999905,24.60000038,-24.79999924
453.406,10.19999981,0.400000006,6
453.479,33.40000153,59.20000076,-25.60000038
453.552,-7.800000191,17,-17.20000076
453.626,44.40000153,21.39999962,6.199999809
453.699,-0.600000024,13.60000038,-40.79999924
453.772,50,15.19999981,13
453.845,9.199999809,31.39999962,-13.19999981
453.918,18,26.79999924,-17.79999924
453.991,-9.399999619,10.80000019,-9.399999619
454.064,0.400000006,37.59999847,-23.60000038
454.137,28.20000076,3.400000095,8.800000191
454.210,55.40000153,46.40000153,16.60000038
454.284,-4.400000095,33.20000076,-19.20000076
454.357,8,24.79999924,-1.799999952
454.430,24.20000076,15.39999962,2.799999952
454.503,13.39999962,26.60000038,-22.20000076
454.576,21,19.39999962,-11.60000038
454.649,34.40000153,66.59999847,-23.79999924
454.722,23.39999962,-2,8
454.795,47.20000076,-20.79999924,-19
454.868,29.60000038,6,-10.60000038
454.941,50.40000153,54.59999847,-21.79999924
455.014,5.800000191,29.39999962,-10.80000019
455.087,45,11.80000019,6
455.160,20.79999924,2,11.60000038
455.233,32.40000153,0.600000024,-8.800000191
455.306,60.59999847,13.60000038,17.20000076
455.379,22.39999962,32.20000076,4.400000095
455.452,21.79999924,-4,-8.199999809
455.525,28.79999924,39.59999847,18.79999924
455.598,15.19999981,22.39999962,12.80000019
455.671,11,17.39999962,2.200000048
455.744,31.20000076,42.59999847,7
455.817,11.39999962,8.399999619,-33.40000153
455.890,52.20000076,-13.19999981,10
455.963,45.59999847,6.599999905,11.60000038
456.036,20.20000076,4.599999905,-3.400000095
456.109,13.19999981,-9.800000191,-7.599999905
456.182,6,-37.40000153,-10.19999981
456.255,76.80000305,-4.400000095,3.599999905
456.328,21,21.39999962,-10.60000038
456.401,37.20000076,-19,-6.800000191
456.474,-7,36.59999847,-17.20000076
456.547,43.59999847,24.60000038,15.19999981
456.620,12.80000019,21.39999962,-6.599999905
456.693,28.79999924,23.39999962,-4.400000095
456.765,17.39999962,15,-4.599999905
456.838,-4,32,4.599999905
456.911,-3.400000095,-2.200000048,-0.400000006
456.984,25.79999924,-1.399999976,3
457.057,-28,-30.60000038,-32.59999847
457.130,13.60000038,-16.39999962,-9.399999619
457.203,35.79999924,11,3.599999905
457.276,19.79999924,-6.199999809,-14.60000038
457.349,-0.200000003,-8.600000381,-42.20000076
457.421,4,-6,-0.800000012
457.494,36.20000076,19,-5.800000191
457.567,41.79999924,18.79999924,16.39999962
457.640,23,-7,-2.400000095
457.713,55.59999847,24.20000076,-29
457.786,37.79999924,24.79999924,-31
457.859,41.59999847,11,-22.79999924
457.931,23.20000076,-16,-13.39999962
458.004,109.4000015,96.80000305,68.80000305
458.077,-5.599999905,-15.39999962,-25.60000038
458.150,34,10,6.800000191
458.223,-0.200000003,-1.200000048,-17
458.296,45.59999847,36,-11.39999962
458.368,6.400000095,3.200000048,-19.39999962
458.441,20.20000076,6.199999809,10.19999981
458.514,23.20000076,23.60000038,-26.39999962
458.587,68.19999695,58,19
458.659,29.39999962,55,-24.39999962
458.732,28,39.40000153,12.80000019
458.805,14.60000038,10.80000019,8.199999809
458.878,21.20000076,50,-23
458.951,14,12.60000038,16.79999924
459.023,34,56.59999847,-15.39999962
459.096,28.20000076,26,-10
459.169,37,-0.600000024,0
459.242,4,20.20000076,-18.79999924
459.314,49.59999847,13.19999981,10.60000038
459.387,12.60000038,7.599999905,-14.19999981
459.460,24,17.60000038,-18.60000038
459.533,25.39999962,13,16.79999924
459.605,49,25.60000038,-1.200000048
459.678,9.399999619,28.79999924,13.60000038
459.751,61.79999924,47.59999847,-7.599999905
459.823,55,23.20000076,5
459.896,41.79999924,31.39999962,16
459.969,37.40000153,17.20000076,-2.599999905
460.041,49,-5.800000191,4.199999809
460.114,33.40000153,22,-9.399999619
460.187,31.60000038,-14.39999962,-11.80000019
460.259,43.40000153,-5.599999905,7.400000095
460.332,30.20000076,-8.600000381,-23
460.405,42.59999847,30.79999924,-5.199999809
460.477,31.20000076,37.79999924,-6.800000191
460.550,11.39999962,-2.400000095,16.39999962
460.623,14,42.59999847,-11.80000019
460.695,27.20000076,-12,-10.60000038
460.768,48,16,29
460.841,15.39999962,26.39999962,24.60000038
460.913,42.79999924,5.599999905,-9.199999809
460.986,43.79999924,13.80000019,3.799999952
461.059,54.20000076,4.599999905,-26.39999962
461.131,64,23.79999924,1.799999952
461.204,37,9.199999809,-1.200000048
461.276,14.39999962,12.80000019,-21.39999962
461.349,34.59999847,21.39999962,6.199999809
461.422,23.79999924,25.60000038,33.79999924
461.494,43,12.19999981,1.399999976
461.567,35,18.39999962,25.39999962
461.639,66.59999847,25.39999962,-7
461.712,45.79999924,-39.79999924,5
461.784,32.40000153,11.19999981,-18.60000038
461.857,26.60000038,-9.399999619,-4.800000191
461.930,29.79999924,13,7.400000095
462.002,34,1.200000048,13
462.075,48,12.60000038,4
462.147,33,18.20000076,2.200000048
462.220,24.79999924,8.600000381,-4.800000191
462.292,26.60000038,2.599999905,-12.60000038
462.365,45.20000076,10.39999962,5.199999809
462.437,21.60000038,15.39999962,-7.199999809
462.510,37.79999924,14.39999962,-28.39999962
462.582,34.79999924,11,-22.79999924
462.655,33.79999924,0.600000024,-20.79999924
462.727,28.20000076,-4.199999809,5.400000095
462.800,48.59999847,3.400000095,7.599999905
462.872,40.40000153,5.400000095,-2.200000048
462.945,39.20000076,19.20000076,-7.800000191
463.017,13,25.20000076,1.799999952
463.090,65.19999695,-13,-9
463.162,22.60000038,-35,-18
463.235,59.40000153,7.800000191,-19
463.307,28.20000076,-4,2.400000095
463.380,32.79999924,1.200000048,-11
463.452,49.40000153,14,-38.59999847
463.525,63.40000153,-21.20000076,-13.39999962
463.597,59,-4.800000191,-26
463.669,78,36,2.200000048
463.742,37.40000153,13.19999981,-13.19999981
463.814,74.59999847,15,-9.199999809
463.887,18.39999962,-2.799999952,2.599999905
463.959,32.79999924,12.60000038,5.199999809
464.032,35,8,0
464.104,59.79999924,0.200000003,-10
464.176,28.20000076,22.20000076,23.60000038
464.249,73.59999847,68,-0.200000003
464.321,34.59999847,-15.39999962,5.800000191
464.394,50.40000153,2,-17
464.466,54.40000153,38,-1.399999976
464.538,80.40000153,27,22.20000076
464.611,70.19999695,14.19999981,27
464.683,73.40000153,21.60000038,-3
464.755,58.40000153,37,-24.20000076
464.828,57.40000153,110.1999969,30.60000038
464.900,62.40000153,198.1999969,-35.79999924
464.972,66.80000305,963.4000244,-6
465.045,94.19999695,2676.600098,9.600000381
465.117,169.8000031,1392.400024,60.79999924
465.189,59.59999847,175.6000061,-18.20000076
465.262,73.19999695,72,1.399999976
465.334,35,41.59999847,-15.39999962
465.406,86.59999847,49.40000153,-0.600000024
465.479,71,18.79999924,15.19999981
465.551,67.19999695,16.20000076,-21
465.623,59.40000153,54.59999847,1.600000024
465.696,54,15,-14.80000019
465.768,46.40000153,-19.20000076,-30.79999924
465.840,64.40000153,7.199999809,-18.79999924
465.912,40.20000076,21.20000076,-39.40000153
465.985,76,17.79999924,-8.399999619
466.057,72.19999695,8.800000191,-17.60000038
466.129,89.59999847,0,-15.39999962
466.202,48.40000153,-13.39999962,-4.800000191
466.274,63.59999847,10,-33
466.346,67.40000153,17.20000076,-7.599999905
466.418,97.80000305,8.800000191,-2.599999905
466.491,66.80000305,1.399999976,-34
466.563,102.5999985,18,12.80000019
466.635,63,43.20000076,-1.399999976
466.707,83.19999695,-1.399999976,30
466.779,81,7.400000095,32.59999847
466.852,67.19999695,31.39999962,-6.800000191
466.924,90.59999847,-14,-25.39999962
466.996,90,51,0.600000024
467.068,103.1999969,41.20000076,18.60000038
467.140,91.59999847,50.59999847,-4.599999905
467.213,91.80000305,0.800000012,-3.799999952
467.285,92.40000153,10.60000038,-38.20000076
467.357,47.40000153,-3,-11.39999962
467.429,74,29.79999924,-32.59999847
467.501,78.40000153,1.799999952,-3
467.573,111.8000031,33.79999924,3.400000095
467.646,88.80000305,11.19999981,-7.599999905
467.718,73.59999847,19.60000038,-28.60000038
467.790,82.19999695,13.60000038,-13.60000038
467.862,123.5999985,24.39999962,15.19999981
467.934,68.40000153,37.59999847,7
468.006,109.5999985,19.39999962,6
468.078,68.59999847,-6.199999809,-5
468.151,93.40000153,26,3.400000095
468.223,75.80000305,-1.200000048,-24.39999962
468.295,73.40000153,18,-5
468.367,69,-33.40000153,-8.199999809
468.439,107.5999985,37.79999924,15.19999981
468.511,100,0.600000024,-27.79999924
468.583,84.80000305,18,13
468.655,102.5999985,-11,3.400000095
468.727,78.80000305,17.39999962,-8.600000381
468.799,69.59999847,21.79999924,-2.799999952
468.871,110.5999985,34.59999847,-10.19999981
468.944,92.80000305,1.600000024,0.400000006
469.016,84.80000305,29,-17.79999924
469.088,109.8000031,21.20000076,-8
469.160,109.8000031,48,-27.79999924
469.232,95.40000153,41,-3
469.304,73,14.19999981,-9.399999619
469.376,94.59999847,14.60000038,-9.399999619
469.448,110.1999969,28.79999924,-7.800000191
469.520,107,6,6
469.592,123.1999969,37.79999924,-11
469.664,92.40000153,5.400000095,27.79999924
469.736,128.8000031,16.39999962,-18.60000038
469.808,104.4000015,32.59999847,28
469.880,147,34.20000076,-15.39999962
469.952,119.4000015,1.399999976,-7.199999809
470.024,112.8000031,32.20000076,-24.60000038
470.096,124,60.20000076,10.80000019
470.168,148,49.40000153,31.79999924
470.240,107.1999969,44.79999924,-0.600000024
470.312,143.3999939,186.3999939,0.600000024
470.384,109.4000015,532.5999756,-7.800000191
470.456,145.3999939,310,-11.39999962
470.528,138.6000061,27,-19.39999962
470.600,134.6000061,31.20000076,-3.200000048
470.672,136.1999969,17,-27
470.743,129.1999969,21.60000038,-9.199999809
470.815,114,18.79999924,7.599999905
470.887,179.8000031,19,-13.19999981
470.959,122.1999969,-25.39999962,0
471.031,140.6000061,11.80000019,0.600000024
471.103,139,22.20000076,-6.199999809
471.175,137.1999969,-11.19999981,-15.39999962
471.247,125.1999969,10.19999981,-2.799999952
471.319,186.3999939,38.40000153,-2.799999952
471.391,124.5999985,1.200000048,-34.20000076
471.463,145.1999969,40.79999924,11.39999962
471.534,147.1999969,1.799999952,5.800000191
471.606,134.6000061,49.20000076,-4.400000095
471.678,154.3999939,29.60000038,-34.59999847
471.750,203.6000061,56.79999924,4.800000191
471.822,136.6000061,25,-5.199999809
471.894,170.8000031,18.60000038,-12.80000019
471.966,135.1999969,-19.20000076,-10.80000019
472.037,172,35.59999847,11
472.109,158.1999969,65.40000153,15.60000038
472.181,162.1999969,37.79999924,35.20000076
472.253,181.8000031,-11.39999962,-29.60000038
472.325,160.3999939,-1,-30.79999924
472.397,142,-4.800000191,-24.79999924
472.468,151.8000031,34,25.60000038
472.540,214.8000031,27.39999962,-4.400000095
472.612,168.8000031,12.60000038,-18.79999924
472.684,201.3999939,21.20000076,-24.20000076
472.756,182,1.799999952,-16.39999962
472.827,192.3999939,-8.399999619,32.59999847
472.899,199.1999969,12.19999981,-6
472.971,192.8000031,4,-37.59999847
473.043,193.8000031,21,28
473.115,190.1999969,19.39999962,3.799999952
473.186,197.3999939,10.80000019,-8.800000191
473.258,168.1999969,26.39999962,4.800000191
473.330,224.6000061,31.39999962,-7.199999809
473.401,206.6000061,-13,-19.20000076
473.473,227,23.79999924,1.200000048
473.545,167,40,-3.200000048
473.617,235.1999969,31.79999924,5.199999809
473.688,199.6000061,13.19999981,-1.200000048
473.760,218.8000031,19.79999924,15.39999962
473.832,206.8000031,18.20000076,12.19999981
473.904,183.6000061,-12.80000019,-57.79999924
473.975,218.3999939,25,7.599999905
474.047,247,21.39999962,18.20000076
474.119,207.3999939,2.799999952,9.199999809
474.190,237.8000031,-15.39999962,-4.199999809
474.262,217,-15.19999981,9.800000191
474.334,221.8000031,13.19999981,-37.40000153
474.405,251.3999939,12.19999981,18.20000076
474.477,239.1999969,16.60000038,-29.60000038
474.549,247.8000031,10.60000038,-12
474.620,272.7999878,26.20000076,-2
474.692,278.3999939,1.600000024,5.800000191
474.764,257.2000122,44.79999924,14.19999981
474.835,237.3999939,-7,-32
474.907,288.6000061,54.40000153,12
474.979,278.6000061,0.200000003,6.800000191
475.050,271.3999939,23,-8.199999809
475.122,248.6000061,-22.20000076,6.800000191
475.193,281.2000122,-4,16.60000038
475.265,256.7999878,-10.60000038,6.400000095
475.337,270.7999878,27,-4.800000191
475.408,267.3999939,20.39999962,-3.400000095
475.480,282.6000061,12.39999962,-18
475.551,282.2000122,-1.200000048,5
475.623,320.7999878,40.40000153,-10.19999981
475.695,292.7999878,30,0.600000024
475.766,293.2000122,38.79999924,14
475.838,293.7999878,-2.599999905,-20.39999962
475.909,330.6000061,39.20000076,-1.200000048
475.981,325.7999878,16,-4.800000191
476.052,342.3999939,-9.800000191,0.400000006
476.124,318.2000122,21.39999962,-4.199999809
476.195,350.7999878,7.599999905,-25.20000076
476.267,335,15.80000019,-18.20000076
476.339,341.2000122,20.20000076,12.80000019
476.410,340.3999939,22.39999962,-16.39999962
476.482,368.7999878,20.39999962,-4.400000095
476.553,334,33.40000153,-7
476.625,399,47.59999847,-17.20000076
476.696,335.3999939,-4.599999905,-1.600000024
476.768,347.2000122,25,-27.20000076
476.839,334,0,-7.400000095
476.911,396,18,-16.20000076
476.982,352.3999939,17.60000038,6.800000191
477.054,402.3999939,41.79999924,32.20000076
477.125,355.2000122,17,-6.599999905
477.197,414.3999939,30.79999924,-4.199999809
477.268,354,8.800000191,34.59999847
477.339,393.6000061,40,-16.39999962
477.411,414.7999878,12.19999981,-11
477.482,410.3999939,19.60000038,4.800000191
477.554,403.2000122,-3.200000048,6.400000095
477.625,432.7999878,34.40000153,-16.60000038
477.697,429,-4.599999905,-3.400000095
477.768,465.2000122,67.59999847,-23
477.840,468.3999939,25.20000076,-23.79999924
477.911,437.2000122,32.40000153,-12.80000019
477.982,422.2000122,-13.19999981,-8.800000191
478.054,474.3999939,63.79999924,4.400000095
478.125,460.6000061,-15.19999981,-1.799999952
478.197,497.6000061,31.20000076,35.79999924
478.268,488.7999878,-8.600000381,4.400000095
478.339,442.2000122,11.60000038,-26.39999962
478.411,476,27.20000076,-14.60000038
478.482,503.6000061,29,-20.79999924
478.553,509.3999939,37.79999924,-22.39999962
478.625,539.4000244,53.79999924,-15
478.696,481.3999939,23,-7.199999809
478.768,529,42.79999924,-11.19999981
478.839,511,25.79999924,-4.800000191
478.910,539.4000244,21.79999924,-8
478.982,557,8.600000381,4
479.053,539.7999878,-5.199999809,-17.60000038
