Wavelength [nm],spectra
400.136,1.052316537
400.213,0.833055996
400.290,0.984166013
400.368,0.866306155
400.445,0.971312237
400.522,0.962180225
400.599,1.044154501
400.676,0.839016157
400.753,1.051385573
400.830,0.922699072
400.907,0.990477935
400.984,0.935579232
401.061,0.9436536
401.138,0.96972769
401.215,1.000896375
401.292,0.900514746
401.369,1.042069945
401.446,0.787084836
401.523,0.904298518
401.600,1.01260972
401.677,0.860682137
401.754,0.9095991
401.831,0.962016079
401.908,1.016999659
401.985,0.865138248
402.062,0.919358937
402.139,0.953897692
402.216,0.915885183
402.293,1.324159291
402.370,0.870052238
402.447,0.884826726
402.524,0.963754813
402.601,0.892592931
402.678,0.951060849
402.755,0.93149938
402.832,1.032602315
402.909,0.928072273
402.986,0.928200706
403.063,0.969034941
403.140,0.961487937
403.216,0.958474796
403.293,0.935698383
403.370,1.020380705
403.447,1.001199944
403.524,1.003340741
403.601,0.963147273
403.678,0.968609998
403.755,0.870595865
403.832,1.082281612
403.909,0.92092974
403.985,0.956897796
404.062,0.943437436
404.139,0.887935798
404.216,0.887636368
404.293,0.885718859
404.370,0.973287138
404.447,0.979047792
404.523,0.93894348
404.600,0.956767051
404.677,0.87110951
404.754,0.962340022
404.831,0.989322662
404.908,1.047699975
404.984,0.864763198
405.061,0.910492911
405.138,0.973833348
405.215,0.93853733
405.292,0.966438786
405.368,0.936441061
405.445,0.91997052
405.522,1.010913652
405.599,0.96056949
405.676,0.984064897
405.752,1.000303594
405.829,0.806297207
405.906,0.892247119
405.983,0.968955584
406.059,0.936188922
406.136,1.044007679
406.213,0.957330445
406.290,0.940291954
406.366,0.894425114
406.443,1.003943036
406.520,0.91929307
406.596,0.996946461
406.673,0.884606579
406.750,0.997133357
406.827,0.999282748
406.903,0.993691852
406.980,0.951160831
407.057,0.933405196
407.133,0.928012984
407.210,0.882614399
407.287,0.919860195
407.363,1.072639912
407.440,0.831196125
407.517,1.051226186
407.594,0.831851171
407.670,0.952151533
407.747,0.924391665
407.823,1.022593873
407.900,0.85716255
407.977,0.918597292
408.053,0.958299529
408.130,0.846031002
408.207,0.886396933
408.283,0.996746841
408.360,0.978330019
408.437,0.920862398
408.513,0.947009578
408.590,1.067829052
408.666,0.809386141
408.743,0.914434908
408.820,0.948066964
408.896,0.856382624
408.973,0.888348554
409.049,0.952896274
409.126,0.885432758
409.203,0.946080322
409.279,0.943852192
409.356,0.806715367
409.432,0.905698368
409.509,0.981495012
409.585,0.884606579
409.662,0.913080095
409.738,0.816178742
409.815,1.030734615
409.891,0.826802788
409.968,1.022256591
410.045,0.845362529
410.121,0.946968563
410.198,0.996959417
410.274,0.940768461
410.351,0.889810838
410.427,0.864042234
410.504,0.921361281
410.580,0.96761823
410.657,0.972330112
410.733,1.028566291
410.810,0.830802447
410.886,1.077863202
410.963,0.919828637
411.039,0.94354865
411.115,0.924178881
411.192,0.936182689
411.268,0.906356737
411.345,0.891184104
411.421,0.872790516
411.498,0.950948223
411.574,0.881663839
411.651,0.865301424
411.727,0.94230199
411.803,0.993532067
411.880,0.844728583
411.956,0.910371168
412.033,1.004650138
412.109,0.941354485
412.185,0.938055746
412.262,0.95741752
412.338,0.872432315
412.415,0.945034506
412.491,0.90234739
412.567,1.015665338
412.644,0.911418505
412.720,1.052050751
412.796,0.940334467
412.873,0.931315927
412.949,1.016452962
413.026,0.908261557
