625,1250,2500,5000,10000,20000
82.875,84.0692,91.3089,84.1333,77.8529,49.2857
83.1713,84.1006,91.0406,83.1833,64.3529,48.0952
83.1852,84.3648,91.2439,81.4667,48.6176,44.9048
83.1898,84.1447,91.748,78.0333,34.7059,40.8095
83.1528,84.5283,91.6423,72.0667,25.2059,39.3333
82.8565,84.3962,91.6423,63.6667,21.4706,39.5714
83.1204,84.6101,91.2683,53.5667,22.2059,42.2381
83.3981,84.4654,90.8211,42.0833,25.1176,45.9048
83.3981,84.5975,90.8293,30.7167,27.5882,48.6667
83.4167,84.7799,91.0244,21.8,29.1176,49.2381
83.4815,84.6981,91.4878,16.4167,28.8529,46.8571
83.3889,84.5597,91.5285,14.6,31.5294,43.4762
83.4306,84.7107,91.5447,16,38.1765,39.9524
83.6296,84.8679,91.6585,18.3,51.0294,38.2857
83.5278,85.0818,91.9431,20.3333,66.3824,39.619
83.4954,85.0629,92.5447,22.9667,78.5294,42.9524
83.4769,85.0126,93.0732,27.3833,84.1471,46.619
83.6481,84.6981,93.2114,34.8,79.6176,48.0476
84.0278,85.1006,93,46.1,67.6176,47.6667
83.8519,85.195,91.3821,60.5,51.8235,45.0952
83.5185,85.3962,87.8862,74.3333,37,41.381
83.5602,84.8553,82.6341,86.7667,26.7059,39.1429
83.5324,85.0566,74.1545,93.6,21.7647,39.1429
84.0185,85.1321,63.5528,96.3333,21.5588,41.2381
84.6111,85.2704,50.9187,94.9667,24.4706,44.9048
84.4583,85.3082,38.7561,92.3333,27.7353,47.9048
84.287,85.3208,28.3659,89.9,28.9706,49.381
83.8889,85.0692,21.439,88.7833,29.1765,46.7619
83.9491,85.2201,17.9919,89.05,30.6471,43.9524
84.4028,85.2076,17.5528,89.2667,36.6765,40.4762
84.7269,85.4717,18.9431,89.8333,48.3824,38.7143
84.8472,85.3145,21.2927,89.0667,63.3235,39.6667
84.5833,85.1887,24.1951,87.5,76.7647,42.8095
84.1343,85.0063,27.9919,86.6833,84.0294,47.2857
83.8796,85.2201,34.4959,85.2667,81.9118,50
83.8981,85.522,43.5447,84.4,70.9118,49.7619
83.2454,85.7296,55.4797,82.9833,55.1176,47.0952
81.5231,85.5535,68.9268,79.95,39.5588,43
78.6019,85.522,81.374,74.2,28.1765,39.7143
73.7593,85.2956,91.2358,66.2833,22.3824,39.1905
67.1898,85.5786,97.9024,56.85,21.6765,40.7619
58.1204,85.9497,100.6992,45.9333,24.1765,44.7619
47.6528,86.044,100.9187,34.7,27.4412,48.0476
36.5046,85.5723,99.6829,24.9833,29.1176,
26.6574,85.3774,97.8374,17.9833,28.8824,
19.588,84.717,97.3171,15.0333,30.0882,
16.088,84.0252,96.8374,15.2833,35.6176,
15.8426,82.8616,97.6098,17.4,46.4706,
17.3889,80.4843,97.9431,19.8833,61.4706,
19.3657,75.8302,98.6098,22.4,75.4118,
21.6806,69.5849,98.3171,26.55,83.9706,
25.0694,60.9811,97.7154,32.55,83.4412,
31.3056,50.4151,97.1301,42.8333,73.9412,
41.0833,38.9245,96.3984,56.1,58.8824,
54.5093,27.8805,95.3171,70.5167,42.4412,
69.1065,19.7484,95.0325,83.3833,30.0882,
82.0231,15.1824,94.4309,92.2333,22.7647,
90.7639,14.522,93.6504,96.4167,21.2941,
95.1528,16.4717,93.5854,96.0333,23.5294,
95.3333,19.1195,93.3089,93.8333,27,
93.3796,21.4591,93.626,91.1667,29,
91.6343,24.1887,93.8049,89.1833,29.2647,
90.6759,28.9371,93.561,89.35,30.2353,
90.7222,37.7358,93.439,89.4667,34.4118,
90.912,50.9057,92.9187,90,44.4118,
91.162,66.522,93.1626,89.1333,59.3235,
90.9028,81.9182,93.4797,88.3167,74.3529,
90.1991,92.5975,93.8618,87.2667,84.2647,
89.6111,98.0881,93.7561,86.3167,84.5882,
89.3056,98.4654,93.439,85.4167,76.3235,
88.8194,96.4277,93.2114,83.8667,61.5882,
88.2361,93.4403,93.4472,81.7333,45.3824,
87.9398,92.239,93.7073,76.8667,31.7941,
87.662,92.4214,93.8943,69.7,23.5588,
87.3565,92.6164,93.7967,60.75,21.4118,
87.4537,92.5849,93.3252,49.6333,23.1471,
87.463,92.1384,92.8211,38.0667,26.2941,
87.6944,91.1761,93.252,27.7667,28.7647,
87.875,90,93.6748,19.9333,29.1176,
87.9074,89.3836,93.9431,15.5167,29.6176,
87.8148,88.9308,94.1138,14.8,33.1471,
87.6852,88.3711,94.5854,16.4,42.3235,
87.713,88.1572,94.3659,19,56.5,
87.6806,87.9623,94.9187,21.5167,71.4706,
87.8472,88.2013,95.4634,25.1333,83,
88.1852,87.6918,96.0163,30.3333,85.4118,
88.0556,87.8365,96.0976,38.9833,,
87.8796,88.0377,95.1301,51.3667,,
87.9306,88.3962,93.3577,66.0167,,
87.9167,88.4403,89.2195,79.5667,,
88.162,88.3333,82.6992,89.7333,,
88.4907,88.1069,73.5285,96.5333,,
88.6759,88.4214,61.5366,97.3333,,
88.6944,88.2013,48.9837,96.25,,
88.6574,88.3711,36.7561,93.1167,,
88.7315,88.434,27.1301,90.9833,,
88.6204,88.2201,20.8699,90.1333,,
88.7222,87.7044,18.0732,90.3833,,
